runIndex,capsuleCdScale,drogueCdScale,mainCdScale,mass_kg,densityScaleFactor,drogueDeployAltitudeOffset_m,mainDeployAltitudeOffset_m,touchdownVelocity_mps,totalDescentTime_s,peakDeceleration_g
17,1.08593953046851,1.06162407591288,1.02668075130208,6537.14605901877,1.01822032461395,-125.371976445586,157.023599395991,8.81730163883475,384.980840673723,3.08321265388549
18,1.00786844838313,1.06148803103281,1.0792182599847,6481.80034749719,0.976603115471661,-108.825934983223,-29.1568845494975,8.74689145351519,368.148406263305,3.28949737464718
19,1.0636029531845,1.07214611665127,0.901390426106238,6501.07473025776,0.995044660188927,-111.156875811708,-152.053853066527,9.49007467284856,340.555216898209,3.16474809369241
20,0.967523034280726,1.0885819407825,0.964640586404151,6501.87906217434,1.01218113753371,-54.5481590482824,188.712833088384,9.10029145151892,377.976068380143,3.43096451552761
21,1.09248945898842,0.950356459165073,0.999449701178477,6480.08783098168,0.987090429662648,-185.245221058187,43.8257335919587,9.03599488624331,363.00859802088,2.87308770441876
22,1.00053580464577,0.910295750249998,0.955729292847322,6540.82658859667,0.984373713440018,-142.042051163511,-4.21889588897479,9.29759529696189,347.867738218153,3.00968881000679
23,1.09713009082212,0.9484110543023,1.03442710948118,6526.16196153287,0.984258252639544,91.2865394447438,-52.8867469122987,8.92696341057066,359.166476273528,2.89182539979376
24,1.02646116611872,1.02670594215218,1.00715493681495,6459.02897700544,1.02011814973535,-71.6879740113057,-125.392595840058,8.8416782634289,359.411110240573,3.15610395008332
25,0.908155028310953,1.01817858863765,1.03551287236846,6451.65878289279,1.00072558349796,-109.401689920825,58.0691161637799,8.80208969967786,371.842560748871,3.45556290140317
26,0.934873285800998,1.03818754762049,0.977347069260108,6543.67299887367,0.97825125664876,-63.5734595798966,-154.610591503764,9.22707477857022,341.832758038507,3.44357925075758
27,1.08493872365571,1.0754678706762,0.951588325543031,6515.99840460342,1.01903333201207,22.0803246397849,11.8602313424026,9.13827812857012,365.342739549038,3.12329715077798
28,0.94837045818009,0.91862055356118,1.07944315159067,6540.04180571633,1.0079860874364,-64.3880835805197,-60.3161701549356,8.648556385866,362.963445176077,3.14867740506215
29,1.04519113577405,1.07942205199052,1.07741728485302,6527.98755458576,1.00852189876926,-166.34401400198,-135.348514362155,8.64433895840184,364.835387665613,3.21048734560054
30,1.07971083770542,1.02128581193192,0.901839410323326,6460.1471542866,1.00981010614648,-197.975366461513,-135.676779433001,9.38793342481249,343.381390388251,3.01435625719636
31,1.00974675787332,1.03837903953854,1.03039225190052,6472.42693094606,1.01273075328085,-105.10036500128,-69.8401207362929,8.78321211598825,365.116196579146,3.22038361033903
32,1.0492982810236,1.02992657980944,1.06984468209884,6515.76128923003,1.00409851620013,-162.530092868763,-52.9136787762266,8.68559388443438,368.588866641099,3.11252998757755
33,0.953040473536345,0.948797928675817,1.09460211095049,6489.30977246668,1.02352279331063,52.4554503989052,117.924521416659,8.49002641942448,387.033355846042,3.19827149660783
34,1.00052741862104,1.01538077692527,0.998503538763773,6469.5242987798,1.01334712691569,-87.6910550236577,-190.273613427418,8.91718662087864,350.265552764049,3.20217147936656
35,1.02909445918143,0.93542213588141,1.08809171687058,6545.39285770026,1.02489186341323,-51.9365198978222,-193.817353388453,8.54473402912195,357.842264193422,3.00133622080938
36,1.08566371251755,0.985636829663463,1.09333096380873,6546.36199770893,1.02118056732804,-82.2204431721657,-45.9609085592299,8.53928900892604,373.843534801207,2.94998272171658
